query,url,title,grade
saml,https://docs.microsoft.com/en-us/azure/active-directory/manage-apps/application-proxy-configure-single-sign-on-on-premises-apps,SAML single sign-on for on-premises apps with Azure AD App Proxy ...,1
account,https://docs.microsoft.com/en-us/learn/modules/create-an-azure-account/,Create an Azure account - Learn | Microsoft Docs,10
account,https://docs.microsoft.com/en-us/azure/storage/common/storage-account-create,Create a storage account - Azure Storage | Microsoft Docs,9
account,https://docs.microsoft.com/en-us/azure/active-directory/user-help/multi-factor-authentication-end-user-troubleshoot,Common problems & solutions with account authentication - Azure ...,8
account,https://docs.microsoft.com/en-us/intune/enrollment/device-enrollment-manager-enroll,Enroll devices using a device enrollment manager account ...,7
account,https://docs.microsoft.com/en-us/cli/azure/account,az account | Microsoft Docs,6
account,https://docs.microsoft.com/en-us/rest/api/storageservices/create-account-sas,Create an account SAS - Azure Storage | Microsoft Docs,5
account,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/account-lockout-policy,Account Lockout Policy (Windows 10) - Windows security | Microsoft ...,4
account,https://docs.microsoft.com/en-us/partner-center/ms-learn-associate,Associate your Microsoft Learn account in Partner Center,3
account,https://docs.microsoft.com/en-us/partner-center/mpn-create-a-partner-center-account,Create a Partner Center account - Partner Center | Microsoft Docs,2
account,https://docs.microsoft.com/en-us/surface-hub/surface-hub-2s-account,Create Surface Hub 2S device account - Surface Hub | Microsoft Docs,1
attributes,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/concepts/attributes/,Attributes (C#) | Microsoft Docs,10
attributes,https://docs.microsoft.com/en-us/windows/win32/medfound/attributes-and-properties,Attributes in Media Foundation - Win32 apps | Microsoft Docs,9
attributes,https://docs.microsoft.com/en-us/dotnet/api/system.xml.linq.xelement.attributes,XElement.Attributes Method (System.Xml.Linq) | Microsoft Docs,8
attributes,https://docs.microsoft.com/en-us/dotnet/standard/attributes/,Extending Metadata Using Attributes | Microsoft Docs,7
attributes,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/language-specification/attributes,Attributes - C# language specification | Microsoft Docs,6
attributes,https://docs.microsoft.com/en-us/sql/master-data-services/attributes-master-data-services,Attributes - SQL Server Master Data Services | Microsoft Docs,5
attributes,https://docs.microsoft.com/en-us/previous-versions/windows/desktop/ms760261(v%3Dvs.85),attributes Property1 | Microsoft Docs,4
attributes,https://docs.microsoft.com/en-us/dotnet/csharp/nullable-attributes,Upgrade APIs for nullable reference types with attributes that define ...,3
attributes,https://docs.microsoft.com/en-us/dynamics365/customerengagement/on-premises/developer/introduction-to-entity-attributes,Introduction to entity attributes (Developer Guide for Dynamics 365 ...,2
attributes,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/concepts/attributes/creating-custom-attributes,Creating Custom Attributes (C#) | Microsoft Docs,1
control,https://docs.microsoft.com/en-us/dotnet/api/system.windows.forms.control,Control Class (System.Windows.Forms) | Microsoft Docs,10
control,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.control,Control Class (System.Windows.Controls) | Microsoft Docs,9
control,https://docs.microsoft.com/en-us/uwp/api/windows.ui.xaml.controls.control,Control Class (Windows.UI.Xaml.Controls) - Windows UWP ...,8
control,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/concepts/async/control-flow-in-async-programs,Control Flow in Async Programs (C#) | Microsoft Docs,7
control,https://docs.microsoft.com/en-us/powerapps/developer/component-framework/manifest-schema-reference/control,Control Element - PowerApps | Microsoft Docs,6
control,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/reference-properties,Find a property - PowerApps | Microsoft Docs,5
control,https://docs.microsoft.com/en-us/azure/devops/repos/tfvc/comparison-git-tfvc,Git and TFVC version control - Azure Repos | Microsoft Docs,4
control,https://docs.microsoft.com/en-us/office/dev/add-ins/reference/manifest/control,Control element in the manifest file - Office Add-ins | Microsoft Docs,3
control,https://docs.microsoft.com/en-us/previous-versions/windows/silverlight/dotnet-windows-silverlight/ms609826(v%3Dvs.95),Control Class (System.Windows.Controls) | Microsoft Docs,2
control,https://docs.microsoft.com/en-us/bingmaps/v8-web-control/,Bing Maps V8 Web Control - Bing Maps | Microsoft Docs,1
robocopy gui,https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/robocopy,robocopy | Microsoft Docs,10
robocopy gui,https://docs.microsoft.com/en-us/azure/storage/common/storage-use-azcopy-v10,Copy or move data to Azure Storage by using AzCopy v10 ...,9
robocopy gui,https://docs.microsoft.com/de-de/windows-server/storage/dfs-replication/preseed-dfsr-with-robocopy,Verwenden von Robocopy zum Seeding für von Dateien für DFS ...,8
robocopy gui,https://docs.microsoft.com/en-us/iis/publish/using-web-deploy/introduction-to-web-deploy,Introduction to Web Deploy | Microsoft Docs,7
robocopy gui,https://docs.microsoft.com/en-us/azure/databox/data-box-disk-deploy-copy-data,Tutorial to copy data to Azure Data Box Disk | Microsoft Docs,6
robocopy gui,https://docs.microsoft.com/en-us/windows/win32/debug/system-error-codes--1300-1699-,System Error Codes (1300-1699) (WinError.h) - Win32 apps ...,5
robocopy gui,https://docs.microsoft.com/en-us/windows/iot-core/windows-iot,Overview of Windows 10 IoT - Windows IoT | Microsoft Docs,4
robocopy gui,https://docs.microsoft.com/de-de/windows-server/administration/windows-commands/robocopy,robocopy | Microsoft Docs,3
robocopy gui,https://docs.microsoft.com/en-us/iis/overview/powerful-admin-tools,Powerful Admin Tools | Microsoft Docs,2
robocopy gui,https://docs.microsoft.com/en-us/visualstudio/install/create-a-network-installation-of-visual-studio,Create a network-based installation - Visual Studio | Microsoft Docs,1
nolock,https://docs.microsoft.com/en-us/sql/t-sql/queries/hints-transact-sql-table,Table Hints (Transact-SQL) - SQL Server | Microsoft Docs,10
nolock,https://docs.microsoft.com/en-us/dotnet/api/microsoft.xrm.sdk.query.queryexpression.nolock,QueryExpression.NoLock Property (Microsoft.Xrm.Sdk.Query ...,9
nolock,https://docs.microsoft.com/en-us/previous-versions/hh975125(v%3Dvs.85),NoLock rule (ndis) (Windows Drivers) | Microsoft Docs,8
nolock,https://docs.microsoft.com/en-us/dotnet/api/microsoft.azure.sqldatabase.elasticscale.shardmanagement.mappinglocktoken.nolock,MappingLockToken.NoLock Field (Microsoft.Azure.SqlDatabase ...,7
nolock,https://docs.microsoft.com/en-us/dotnet/api/microsoft.sqlserver.transactsql.scriptdom.tablehintkind,TableHintKind Enum (Microsoft.SqlServer.TransactSql.ScriptDom ...,6
nolock,https://docs.microsoft.com/en-us/sql/t-sql/queries/hints-transact-sql-query,Query Hints (Transact-SQL) - SQL Server | Microsoft Docs,5
nolock,https://docs.microsoft.com/en-us/cpp/c-runtime-library/reference/getchar-nolock-getwchar-nolock,"_getchar_nolock, _getwchar_nolock | Microsoft Docs",4
nolock,https://docs.microsoft.com/en-us/skypeforbusiness/manage/health-and-monitoring/rate-my-call,Rate my Call in Skype for Business Server - Skype for Business ...,3
nolock,https://docs.microsoft.com/en-us/powerapps/developer/common-data-service/scalable-customization-design/transaction-design-patterns,Scalable Customization Design: Transaction design patterns ...,2
nolock,https://docs.microsoft.com/en-us/sql/database-engine/deprecated-database-engine-features-in-sql-server-2016,Deprecated Database Engine Features - SQL Server 2016 ...,1
DISTINCT,https://docs.microsoft.com/en-us/dotnet/api/system.linq.enumerable.distinct,Enumerable.Distinct Method (System.Linq) | Microsoft Docs,10
DISTINCT,https://docs.microsoft.com/en-us/dax/distinct-function-dax,DISTINCT (column) function (DAX) - DAX | Microsoft Docs,9
DISTINCT,https://docs.microsoft.com/en-us/azure/kusto/query/distinctoperator,distinct operator - Azure Data Explorer | Microsoft Docs,8
DISTINCT,https://docs.microsoft.com/en-us/sql/t-sql/queries/select-examples-transact-sql,SELECT Examples (Transact-SQL) - SQL Server | Microsoft Docs,7
DISTINCT,https://docs.microsoft.com/en-us/dotnet/api/system.linq.queryable.distinct,Queryable.Distinct Method (System.Linq) | Microsoft Docs,6
DISTINCT,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-distinct,Distinct function - PowerApps | Microsoft Docs,5
DISTINCT,https://docs.microsoft.com/en-us/powerquery-m/table-distinct,Table.Distinct - PowerQuery M | Microsoft Docs,4
DISTINCT,https://docs.microsoft.com/en-us/dax/distinct-table-function-dax,DISTINCT (table) function (DAX) - DAX | Microsoft Docs,3
DISTINCT,https://docs.microsoft.com/en-us/powerquery-m/list-distinct,List.Distinct - PowerQuery M | Microsoft Docs,2
DISTINCT,https://docs.microsoft.com/en-us/sql/mdx/distinct-mdx,Distinct (MDX) - SQL Server | Microsoft Docs,1
federation,https://docs.microsoft.com/en-us/exchange/federation-exchange-2013-help,Federation: Exchange 2013 Help | Microsoft Docs,10
federation,https://docs.microsoft.com/en-us/azure/active-directory/hybrid/whatis-fed,What is federation with Azure AD? | Microsoft Docs,9
federation,https://docs.microsoft.com/en-us/azure/active-directory/hybrid/tutorial-federation,Tutorial: Federate a single AD forest environment to Azure ...,8
federation,https://docs.microsoft.com/en-us/dotnet/framework/wcf/feature-details/federation,Federation - WCF | Microsoft Docs,7
federation,https://docs.microsoft.com/en-us/microsoftteams/manage-external-access,Manage external access (federation) in Microsoft Teams - Microsoft ...,6
federation,https://docs.microsoft.com/en-us/windows-server/identity/active-directory-federation-services,Active Directory Federation Services | Microsoft Docs,5
federation,https://docs.microsoft.com/en-us/windows-server/identity/ad-fs/deployment/checklist--setting-up-a-federation-server,Checklist - Setting Up a Federation Server | Microsoft Docs,4
federation,https://docs.microsoft.com/en-us/exchange/configure-a-federation-trust-exchange-2013-help,Configure a federation trust: Exchange 2013 Help | Microsoft Docs,3
federation,https://docs.microsoft.com/en-us/windows-server/identity/ad-fs/overview/whats-new-active-directory-federation-services-windows-server,What's new in Active Directory Federation Services for Windows ...,2
federation,https://docs.microsoft.com/en-us/azure/active-directory/b2b/direct-federation,Direct federation with an identity provider for B2B - Azure AD ...,1
forecast,https://docs.microsoft.com/en-us/azure/devops/boards/sprints/forecast,Forecasting - Azure Boards | Microsoft Docs,10
forecast,https://docs.microsoft.com/en-us/dynamics365/sales-enterprise/configure-forecast,Configure forecasting (Dynamics 365 Sales) | Microsoft Docs,9
forecast,https://docs.microsoft.com/en-us/dynamics365/supply-chain/master-planning/reduction-keys,Forecast reduction keys | Microsoft Docs,8
forecast,https://docs.microsoft.com/en-us/dynamics365/sales-enterprise/capture-forecast-category-opportunity,Capture forecast category for opportunity (Dynamics 365 Sales ...,7
forecast,https://docs.microsoft.com/en-us/dynamics365/supply-chain/master-planning/authorize-adjusted-forecast,Authorize an adjusted forecast | Microsoft Docs,6
forecast,https://docs.microsoft.com/en-us/dynamicsax-2012/appuser-itpro/copy-forecast-model-transactions,Copy forecast model transactions | Microsoft Docs,5
forecast,https://docs.microsoft.com/en-us/dynamics365/sales-enterprise/view-forecasts,View forecasts (Dynamics 365 Sales) | Microsoft Docs,4
forecast,https://docs.microsoft.com/en-us/dynamicsax-2012/appuser-itpro/create-forecast-models-for-project-budgets,Create forecast models for project budgets | Microsoft Docs,3
forecast,https://docs.microsoft.com/en-us/dynamicsax-2012/appuser-itpro/enter-forecast-transactions,Enter forecast transactions | Microsoft Docs,2
forecast,https://docs.microsoft.com/en-us/dynamics365/supply-chain/master-planning/introduction-demand-forecasting,Demand forecasting overview | Microsoft Docs,1
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/mvc/overview/getting-started/introduction/getting-started,Getting Started with ASP.NET MVC 5 | Microsoft Docs,10
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/mvc/mvc4,ASP.NET MVC 4 | Microsoft Docs,9
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/mvc/mvc3,ASP.NET MVC 3 | Microsoft Docs,8
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/mvc/,ASP.NET MVC | Microsoft Docs,7
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/core/,Introduction to ASP.NET Core | Microsoft Docs,6
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/core/mvc/overview,Overview of ASP.NET Core MVC | Microsoft Docs,5
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/mvc/overview/getting-started/introduction/,Getting Started with ASP.NET MVC 5 | Microsoft Docs,4
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/,ASP.NET Documentation | Microsoft Docs,3
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/mvc/overview/older-versions-1/overview/asp-net-mvc-overview,ASP.NET MVC Overview | Microsoft Docs,2
asp.net mvc,https://docs.microsoft.com/en-us/aspnet/mvc/overview/getting-started/getting-started-with-ef-using-mvc/reading-related-data-with-the-entity-framework-in-an-asp-net-mvc-application,Tutorial: Read related data with EF in an ASP.NET MVC app ...,1
active directory certificate services,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/hh831740(v%3Dws.11),Active Directory Certificate Services Overview | Microsoft Docs,10
active directory certificate services,https://docs.microsoft.com/en-us/windows-server/networking/core-network-guide/cncg/server-certs/install-the-certification-authority,Install the Certification Authority | Microsoft Docs,9
active directory certificate services,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/jj717285(v%3Dws.11),Install Active Directory Certificate Services | Microsoft Docs,8
active directory certificate services,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn486797(v%3Dws.11),Active Directory Certificate Services Migration Guide for Windows ...,7
active directory certificate services,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/cc772497(v%3Dws.11),Active Directory Certificate Services Command Reference | Microsoft ...,6
active directory certificate services,https://docs.microsoft.com/en-us/windows-server/networking/core-network-guide/cncg/server-certs/server-certificate-deployment-overview,Server Certificate Deployment Overview | Microsoft Docs,5
active directory certificate services,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn786423(v%3Dws.11),Securing PKI: Appendix A: Events to Monitor | Microsoft Docs,4
active directory certificate services,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/hh831649(v%3Dws.11),Certification Authority Web Enrollment Guidance | Microsoft Docs,3
active directory certificate services,https://docs.microsoft.com/en-us/windows/win32/seccrypto/programming-certificate-services,Programming Certificate Services - Win32 apps | Microsoft Docs,2
active directory certificate services,https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/audit-certification-services,Audit Certification Services (Windows 10) - Windows security ...,1
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/sharepoint-server,SharePoint Server - SharePoint Server | Microsoft Docs,10
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/,SharePoint documentation | Microsoft Docs,9
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/install/install-for-sharepoint-2013,Install for SharePoint 2013 | Microsoft Docs,8
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/product-servicing-policy/updated-product-servicing-policy-for-sharepoint-2013,Updated Product Servicing Policy for SharePoint 2013 | Microsoft Docs,7
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/install/hardware-and-software-requirements-0,Hardware and software requirements for SharePoint 2013 ...,6
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/install/browser-support-planning,Plan browser support in SharePoint 2013 | Microsoft Docs,5
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/install/software-boundaries-and-limits,Software boundaries and limits for SharePoint 2013 | Microsoft Docs,4
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/install/install-or-uninstall-language-packs,Install or uninstall language packs for SharePoint 2013 | Microsoft ...,3
sharepoint 2013,https://docs.microsoft.com/en-us/sharepoint/install/system-requirements-for-sharepoint-2013,System requirements for SharePoint 2013 | Microsoft Docs,2
sharepoint 2013,https://docs.microsoft.com/en-us/webappsserver/configure-office-web-apps-for-sharepoint-2013,Configure Office Web Apps for SharePoint 2013 | Microsoft Docs,1
Range,https://docs.microsoft.com/en-us/office/vba/api/excel.range(object),Range object (Excel) | Microsoft Docs,10
Range,https://docs.microsoft.com/en-us/dotnet/api/system.range,Range Struct (System) | Microsoft Docs,9
Range,https://docs.microsoft.com/en-us/dotnet/api/system.componentmodel.dataannotations.rangeattribute,RangeAttribute Class (System.ComponentModel.DataAnnotations ...,8
Range,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/address-and-address-range-syntax,Address and Address Range Syntax - Windows drivers | Microsoft ...,7
Range,https://docs.microsoft.com/en-us/cpp/build/reference/range,/RANGE | Microsoft Docs,6
Range,https://docs.microsoft.com/en-us/powerquery-m/text-range,Text.Range - PowerQuery M | Microsoft Docs,5
Range,https://docs.microsoft.com/en-us/sharepoint/dev/general-development/fast-query-language-fql-syntax-reference,FAST Query Language (FQL) syntax reference | Microsoft Docs,4
Range,https://docs.microsoft.com/en-us/sql/t-sql/statements/create-partition-function-transact-sql,CREATE PARTITION FUNCTION (Transact-SQL) - SQL Server ...,3
Range,https://docs.microsoft.com/en-us/office/vba/api/excel.range.clearcomments,Range.ClearComments method (Excel) | Microsoft Docs,2
Range,https://docs.microsoft.com/en-us/office/vba/api/word.range,Range object (Word) | Microsoft Docs,1
smb,https://docs.microsoft.com/en-us/windows/win32/fileio/microsoft-smb-protocol-and-cifs-protocol-overview,Microsoft SMB Protocol and CIFS Protocol Overview - Win32 apps ...,10
smb,https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-smb/f210069c-7086-4dc2-885e-861d837df688,[MS-SMB]: Server Message Block (SMB) Protocol | Microsoft Docs,9
smb,https://docs.microsoft.com/en-us/windows-server/storage/file-server/troubleshoot/detect-enable-and-disable-smbv1-v2-v3,"How to detect, enable and disable SMBv1, SMBv2, and SMBv3 in ...",8
smb,https://docs.microsoft.com/en-us/windows-server/storage/file-server/smb-direct,Improve performance of a file server with SMB Direct | Microsoft Docs,7
smb,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/file-share--smb--symbol-server,File Share (SMB) Symbol Server - Windows drivers | Microsoft Docs,6
smb,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn551363(v%3Dws.11),SMB Security Enhancements | Microsoft Docs,5
smb,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn610980(v%3Dws.11),Deploy SMB Multichannel | Microsoft Docs,4
smb,https://docs.microsoft.com/en-us/windows-server/storage/file-server/troubleshoot/slow-file-transfer,Slow SMB files transfer speed | Microsoft Docs,3
smb,https://docs.microsoft.com/en-us/azure/azure-netapp-files/azure-netapp-files-create-volumes-smb,Create an SMB volume for Azure NetApp Files | Microsoft Docs,2
smb,https://docs.microsoft.com/en-us/windows-server/storage/file-server/file-server-smb-overview,Overview of file sharing using the SMB 3 protocol in Windows Server ...,1
not equal,https://docs.microsoft.com/en-us/scripting/javascript/reference/comparison-operators-javascript,Comparison operators - JavaScript | MDN,10
not equal,https://docs.microsoft.com/en-us/u-sql/operators/comparison/not-equal-to,(Not Equal To) (U-SQL),9
not equal,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/not-equal-to-transact-sql-traditional,<> (Not Equal To) (Transact-SQL) - SQL Server | Microsoft Docs,8
not equal,https://docs.microsoft.com/en-us/powerquery-m/operators,Operators - PowerQuery M | Microsoft Docs,7
not equal,https://docs.microsoft.com/en-us/dotnet/framework/data/adonet/ef/language-reference/not-equal-to-entity-sql,!= (Not Equal To) (Entity SQL) - ADO.NET | Microsoft Docs,6
not equal,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/not-equal-to-transact-sql-exclamation,!= (Not Equal To) (Transact-SQL) - SQL Server | Microsoft Docs,5
not equal,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/operators/equality-operators,Equality operators - C# reference | Microsoft Docs,4
not equal,https://docs.microsoft.com/en-us/dax/dax-operator-reference,DAX operators - DAX | Microsoft Docs,3
not equal,https://docs.microsoft.com/en-us/office/client-developer/access/not-equal-toaccess-custom-web-app,Not Equal To (Access custom web app) | Microsoft Docs,2
not equal,https://docs.microsoft.com/en-us/biztalk/core/technical-reference/not-equal-functoid,Not Equal Functoid | Microsoft Docs,1
activate,https://docs.microsoft.com/en-us/dotnet/api/system.windows.forms.form.activate,Form.Activate Method (System.Windows.Forms) | Microsoft Docs,10
activate,https://docs.microsoft.com/en-us/windows/win32/api/mmdeviceapi/nf-mmdeviceapi-immdevice-activate,IMMDevice::Activate (mmdeviceapi.h) - Win32 apps | Microsoft Docs,9
activate,https://docs.microsoft.com/en-us/azure/information-protection/activate-service,Activating the protection service from Azure Information Protection ...,8
activate,https://docs.microsoft.com/en-us/azure/information-protection/activate-office365,Activate Azure RMS with the Microsoft 365 admin center - AIP ...,7
activate,https://docs.microsoft.com/en-us/azure/information-protection/activate-azure,Activate Azure RMS with the Azure portal - AIP | Microsoft Docs,6
activate,https://docs.microsoft.com/en-us/azure/active-directory/privileged-identity-management/pim-how-to-activate-role,Activate my Azure AD roles in PIM - Azure Active Directory ...,5
activate,https://docs.microsoft.com/en-us/azure/active-directory/privileged-identity-management/pim-resource-roles-activate-your-roles,Activate Azure resource roles in PIM - Azure AD | Microsoft Docs,4
activate,https://docs.microsoft.com/en-us/deployoffice/vlactivation/activate-office-by-using-active-directory,Activate volume licensed versions of Office by using Active Directory ...,3
activate,https://docs.microsoft.com/en-us/deployoffice/vlactivation/plan-volume-activation-of-office,Overview of volume activation of Office | Microsoft Docs,2
activate,https://docs.microsoft.com/en-us/office/vba/api/excel.worksheet.activate(method),Worksheet.Activate method (Excel) | Microsoft Docs,1
invoice,https://docs.microsoft.com/en-us/dynamics365/finance/accounts-receivable/tasks/set-up-vendor-invoice-policies,Set up vendor invoice policies | Microsoft Docs,10
invoice,https://docs.microsoft.com/en-us/office365/admin/subscriptions-and-billing/view-your-bill-or-invoice,View your bill or invoice | Microsoft Docs,9
invoice,https://docs.microsoft.com/en-us/office365/admin/subscriptions-and-billing/understand-your-invoice,Understand your invoice for Office 365 for business | Microsoft Docs,8
invoice,https://docs.microsoft.com/en-us/dynamics365/finance/accounts-payable/tasks/set-up-accounts-payable-invoice-matching-validation,Set up Accounts payable invoice matching validation | Microsoft Docs,7
invoice,https://docs.microsoft.com/en-us/azure/cost-management-billing/manage/mca-section-invoice,Organize your invoice based on your needs - Azure | Microsoft Docs,6
invoice,https://docs.microsoft.com/en-us/business-applications-release-notes/april19/dynamics365-finance-operations/recover-vendor-invoices,Recover vendor invoices - Release Notes | Microsoft Docs,5
invoice,https://docs.microsoft.com/en-us/partner-center/develop/get-invoiceline-items,Get invoice line items - Partner Center app developer | Microsoft Docs,4
invoice,https://docs.microsoft.com/en-us/dynamics365/finance/accounts-receivable/tasks/create-sales-order-invoices,Create sales order invoices | Microsoft Docs,3
invoice,https://docs.microsoft.com/en-us/dynamics365/finance/fixed-assets/tasks/dispose-fixed-asset-free-text-invoice,Dispose of a fixed asset using a free text invoice | Microsoft Docs,2
invoice,https://docs.microsoft.com/en-us/azure/cost-management-billing/understand/download-azure-invoice,View and download your Microsoft Azure invoice | Microsoft Docs,1
gpedit.msc,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/how-to-configure-security-policy-settings,Configure security policy settings (Windows 10) - Windows security ...,10
gpedit.msc,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/dn265982(v%3Dws.11),Local Group Policy Editor | Microsoft Docs,9
gpedit.msc,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/user-rights-assignment,User Rights Assignment (Windows 10) - Windows security ...,8
gpedit.msc,https://docs.microsoft.com/en-us/sql/database-engine/configure-windows/enable-the-lock-pages-in-memory-option-windows,Enable the Lock Pages in Memory Option (Windows) - SQL Server ...,7
gpedit.msc,https://docs.microsoft.com/en-us/windows/win32/secauthn/prioritizing-schannel-cipher-suites,Prioritizing Schannel Cipher Suites - Win32 apps | Microsoft Docs,6
gpedit.msc,https://docs.microsoft.com/en-us/windows/win32/bits/group-policies,Group Policies - Win32 apps | Microsoft Docs,5
gpedit.msc,https://docs.microsoft.com/en-us/windows-hardware/manufacture/desktop/iot-ent-configure-policy-settings,Configure policy settings on IoT devices | Microsoft Docs,4
gpedit.msc,https://docs.microsoft.com/pt-br/security-updates/windowsupdateservices/18139542,Configure Clients Using Group Policy | Microsoft Docs,3
gpedit.msc,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/administer-security-policy-settings,Administer security policy settings (Windows 10) - Windows security ...,2
gpedit.msc,https://docs.microsoft.com/en-us/windows/security/information-protection/tpm/trusted-platform-module-services-group-policy-settings,TPM Group Policy settings (Windows 10) - Microsoft 365 Security ...,1
openprocess,https://docs.microsoft.com/en-us/windows/win32/api/processthreadsapi/nf-processthreadsapi-openprocess,OpenProcess function (processthreadsapi.h) - Win32 apps ...,10
openprocess,https://docs.microsoft.com/en-us/windows/win32/psapi/enumerating-all-processes,Enumerating All Processes - Win32 apps | Microsoft Docs,9
openprocess,https://docs.microsoft.com/en-us/windows/win32/debug/process-functions-for-debugging,Process Functions for Debugging - Win32 apps | Microsoft Docs,8
openprocess,https://docs.microsoft.com/en-us/windows/win32/psapi/enumerating-all-modules-for-a-process,Enumerating All Modules For a Process - Win32 apps | Microsoft Docs,7
openprocess,https://docs.microsoft.com/en-us/windows/win32/psapi/collecting-memory-usage-information-for-a-process,Collecting Memory Usage Information For a Process - Win32 apps ...,6
openprocess,https://docs.microsoft.com/en-us/windows/win32/api/processthreadsapi/nf-processthreadsapi-openprocesstoken,OpenProcessToken function (processthreadsapi.h) - Win32 apps ...,5
openprocess,https://docs.microsoft.com/en-us/windows/win32/api/appmodel/nf-appmodel-getapplicationusermodelidfromtoken,GetApplicationUserModelIdFromToken function (appmodel.h ...,4
openprocess,https://docs.microsoft.com/en-us/windows/win32/api/processthreadsapi/nf-processthreadsapi-terminateprocess,TerminateProcess function (processthreadsapi.h) - Win32 apps ...,3
openprocess,https://docs.microsoft.com/en-us/windows/win32/toolhelp/taking-a-snapshot-and-viewing-processes,Taking a Snapshot and Viewing Processes - Win32 apps | Microsoft ...,2
openprocess,https://docs.microsoft.com/en-us/windows/win32/api/processthreadsapi/nf-processthreadsapi-getcurrentprocess,GetCurrentProcess function (processthreadsapi.h) - Win32 apps ...,1
python tutorial,https://docs.microsoft.com/en-us/azure/python/tutorial-vs-code-serverless-python-01,Tutorial: Create and deploy serverless Azure Functions in Python ...,10
python tutorial,https://docs.microsoft.com/en-us/visualstudio/python/tutorial-working-with-python-in-visual-studio-step-01-create-project,"Python in Visual Studio tutorial step 1, create a project | Microsoft Docs",9
python tutorial,https://docs.microsoft.com/en-us/azure/cognitive-services/custom-vision-service/export-model-python,Tutorial: Run TensorFlow model in Python - Custom Vision Service ...,8
python tutorial,https://docs.microsoft.com/en-us/azure/python/tutorial-vs-code-serverless-python-02,Tutorial: Create a Python function for Azure Functions with VS Code ...,7
python tutorial,https://docs.microsoft.com/en-us/windows/python/beginners,Get started with using Python on Windows for beginners | Microsoft ...,6
python tutorial,https://docs.microsoft.com/en-us/visualstudio/python/,Python Development with Visual Studio - Visual Studio | Microsoft ...,5
python tutorial,https://docs.microsoft.com/en-us/python/api/overview/azure/key-vault,Azure Key Vault libraries for Python | Microsoft Docs,4
python tutorial,https://docs.microsoft.com/en-us/azure/python/tutorial-deploy-app-service-on-linux-01,Tutorial: Deploy Python apps to Azure App Service on Linux from ...,3
python tutorial,https://docs.microsoft.com/en-us/visualstudio/python/tutorial-working-with-python-in-visual-studio-step-05-installing-packages,"Python in Visual Studio tutorial step 5, install packages | Microsoft ...",2
python tutorial,https://docs.microsoft.com/en-us/azure/machine-learning/tutorial-1st-experiment-sdk-train,Tutorial: Train your first Azure ML model in Python - Azure Machine ...,1
